class,block_type,spot1_corr_r,spot1_corr_g,spot1_corr_b,spot2_corr_r,spot2_corr_g,spot2_corr_b
6,Test Block 2,133,154,197,117,124,136
6,Test Block 2,138,158,190,140,109,122
6,Test Block 2,132,152,199,130,122,125
6,Test Block 2,134,163,188,131,113,129
6,Test Block 2,131,154,192,128,121,135
6,Test Block 2,137,157,185,137,121,123
6,Test Block 2,134,157,194,133,111,148
6,Test Block 2,138,157,195,132,123,124
6,Test Block 2,135,153,192,128,102,136
6,Test Block 2,134,151,193,123,114,128
6,Test Block 2,139,150,188,121,117,120
6,Test Block 2,135,154,191,147,103,143
6,Test Block 2,132,151,189,131,121,150
6,Test Block 2,139,156,188,136,112,129
6,Test Block 2,143,151,190,139,98,130
6,Test Block 2,131,162,190,135,120,137
6,Test Block 2,133,151,199,112,112,123
6,Test Block 2,133,161,184,126,112,116
6,Test Block 2,136,149,190,130,117,131
6,Test Block 2,132,158,193,140,118,119
6,Test Block 2,138,153,194,142,112,142
6,Test Block 2,135,152,194,150,108,128
6,Test Block 2,137,153,185,142,115,129
6,Test Block 2,131,157,190,141,124,128
6,Test Block 2,131,154,198,127,114,132
6,Test Block 2,137,158,194,139,118,118
6,Test Block 2,137,154,191,141,107,122
6,Test Block 2,134,153,195,142,104,140
6,Test Block 2,131,154,192,133,117,150
6,Test Block 2,137,156,188,130,106,129
6,Test Block 2,136,160,187,136,125,131
6,Test Block 2,132,155,185,126,115,137
6,Test Block 2,133,159,188,124,123,131
6,Test Block 2,130,162,194,132,116,130
6,Test Block 2,140,153,193,119,102,127
6,Test Block 2,131,155,199,137,110,135
6,Test Block 2,129,154,193,129,101,130
6,Test Block 2,140,160,194,139,122,130
6,Test Block 2,138,152,194,161,97,138
6,Test Block 2,135,159,188,118,110,131
6,Test Block 2,133,166,200,144,119,122
6,Test Block 2,138,151,197,119,130,128
6,Test Block 2,132,157,193,136,101,127
6,Test Block 2,135,158,190,133,107,133
6,Test Block 2,131,151,197,140,116,118
6,Test Block 2,132,153,194,128,129,123
6,Test Block 3,205,158,152,255,255,255
6,Test Block 3,205,142,173,255,255,255
6,Test Block 3,208,150,152,255,255,254
6,Test Block 3,206,158,158,255,255,254
6,Test Block 3,206,172,147,255,254,255
6,Test Block 3,210,157,167,253,255,255
6,Test Block 3,209,156,163,255,255,255
6,Test Block 3,209,144,170,255,255,255
6,Test Block 3,203,155,156,255,255,255
6,Test Block 3,210,167,150,255,252,255
6,Test Block 3,205,166,163,255,255,255
6,Test Block 3,213,148,161,255,252,255
6,Test Block 3,206,150,170,255,254,255
6,Test Block 3,206,158,156,255,254,254
6,Test Block 3,208,153,149,255,255,255
6,Test Block 3,211,146,152,255,255,255
6,Test Block 3,199,152,140,255,255,255
6,Test Block 3,206,157,152,251,254,255
6,Test Block 3,217,138,156,255,255,255
6,Test Block 3,212,172,156,255,254,255
6,Test Block 3,217,140,145,255,255,255
6,Test Block 3,210,154,174,255,253,255
6,Test Block 3,213,153,165,252,255,255
6,Test Block 3,204,148,167,254,252,255
6,Test Block 3,215,148,161,255,255,255
6,Test Block 3,211,145,170,253,251,255
6,Test Block 3,210,138,171,255,255,255
6,Test Block 3,200,163,150,253,255,255
6,Test Block 3,206,154,160,255,252,253
6,Test Block 3,206,143,155,255,255,255
6,Test Block 3,214,153,163,255,255,255
6,Test Block 3,211,151,152,255,255,255
6,Test Block 3,207,145,161,255,255,255
6,Test Block 3,204,147,161,255,255,255
6,Test Block 3,210,153,162,255,255,255
6,Test Block 3,208,152,155,253,255,255
6,Test Block 3,202,148,155,255,255,251
6,Test Block 3,206,150,167,253,255,255
6,Test Block 3,207,155,160,255,255,255
6,Test Block 3,211,142,159,255,249,255
6,Test Block 3,213,156,162,255,255,255
6,Test Block 3,203,153,163,254,252,255
6,Test Block 3,208,152,159,252,253,255
6,Test Block 3,213,158,157,255,255,255
6,Test Block 3,205,147,165,254,255,255
6,Test Block 3,208,146,154,253,255,255
6,Test Block 3,204,157,161,255,254,255
6,Test Block 3,205,171,158,255,255,255
6,Test Block 3,206,167,162,255,251,255
6,Test Block 3,220,145,167,255,255,251
6,Test Block 3,209,160,169,255,255,255
6,Test Block 3,211,169,150,255,255,253
6,Test Block 3,207,147,156,255,254,255
6,Test Block 3,217,161,158,253,252,255
6,Test Block 3,207,147,155,254,255,253
6,Test Block 3,211,145,153,255,255,255
6,Test Block 3,205,162,164,255,251,255
6,Test Block 3,210,163,154,255,253,255
6,Test Block 3,214,155,163,250,254,255
6,Test Block 3,210,164,157,255,255,255
6,Test Block 3,209,153,167,255,255,255
6,Test Block 3,212,145,160,255,255,255
6,Test Block 3,210,155,154,253,255,255
6,Test Block 3,211,140,159,255,255,255
6,Test Block 3,205,158,157,255,255,255
6,Test Block 3,214,162,157,254,255,254
6,Test Block 3,205,158,160,255,254,253
6,Test Block 3,202,158,146,255,255,255
6,Test Block 3,205,149,156,255,255,255
6,Test Block 3,213,150,160,255,253,255
6,Test Block 3,203,151,158,255,254,255
6,Test Block 3,210,147,158,254,255,255
6,Test Block 3,206,161,157,255,255,255
6,Test Block 3,212,164,162,253,255,254
6,Test Block 3,208,151,165,255,255,255
6,Test Block 3,210,168,176,253,255,255
6,Test Block 3,208,155,162,255,255,255
6,Test Block 3,210,142,145,255,255,255
6,Test Block 3,208,156,139,255,255,254
6,Test Block 3,213,153,181,255,255,255
6,Control Block,255,255,255,134,114,129
6,Control Block,254,254,255,142,119,134
6,Control Block,255,255,255,124,120,131
6,Control Block,255,253,255,132,123,136
6,Control Block,254,255,255,137,116,135
6,Control Block,255,255,255,134,121,134
6,Control Block,253,255,255,134,115,124
6,Control Block,253,255,255,140,122,137
6,Control Block,255,255,255,138,107,136
6,Control Block,254,255,255,129,113,125
6,Control Block,255,255,255,130,117,137
6,Control Block,254,255,255,135,118,133
6,Control Block,254,255,255,140,119,126
6,Control Block,255,255,255,135,115,129
6,Control Block,254,255,254,132,114,133
6,Control Block,255,255,255,137,116,133
6,Control Block,254,255,255,131,118,134
6,Control Block,255,255,255,131,116,138
6,Control Block,255,255,255,134,114,129
6,Control Block,255,255,255,134,125,137
6,Control Block,253,255,255,134,109,136
6,Control Block,255,255,255,133,118,132
6,Control Block,255,255,252,132,118,131
6,Control Block,255,255,255,139,111,136
6,Control Block,255,255,255,132,116,136
6,Control Block,255,255,255,127,113,133
6,Control Block,255,255,255,134,116,136
6,Control Block,254,255,255,130,120,136
6,Control Block,255,254,255,131,116,129
6,Control Block,255,255,255,132,117,135
6,Control Block,255,255,255,131,116,135
6,Control Block,255,254,255,125,111,132
6,Control Block,255,255,255,135,119,139
6,Control Block,254,255,255,129,120,148
6,Control Block,255,255,255,125,113,132
6,Control Block,255,255,255,128,115,131
6,Control Block,255,253,255,136,118,137
6,Control Block,255,254,255,126,122,130
6,Control Block,255,255,255,128,112,140
6,Control Block,255,253,255,140,110,136
6,Control Block,252,251,255,120,116,130
6,Control Block,255,255,255,128,122,129
6,Control Block,255,255,255,129,125,136
6,Control Block,254,255,255,141,121,129
6,Control Block,255,255,255,126,117,129
6,Control Block,255,255,255,136,117,134
6,Control Block,255,252,255,132,121,127
6,Control Block,255,255,255,140,117,137
6,Control Block,255,255,255,135,114,129
6,Control Block,255,255,255,127,115,141
6,Control Block,255,254,255,131,122,127
6,Control Block,255,254,255,133,121,135
6,Control Block,254,254,255,135,115,134
6,Control Block,255,255,255,139,117,139
6,Control Block,255,255,255,134,112,133
6,Control Block,255,255,255,139,115,139
6,Control Block,254,254,254,137,113,134
6,Control Block,255,255,255,134,111,132
6,Control Block,255,255,255,133,125,137
6,Control Block,253,254,255,136,119,137
6,Control Block,255,255,254,133,116,140
6,Control Block,255,255,255,129,120,129
6,Control Block,254,255,255,132,116,135
6,Control Block,255,254,254,135,119,129
6,Control Block,255,255,255,131,125,131
6,Control Block,255,253,255,134,119,127
6,Control Block,255,252,255,131,119,126
6,Control Block,255,254,255,140,111,137
6,Control Block,255,255,255,127,117,131
6,Control Block,254,255,255,131,111,142
6,Control Block,255,255,255,140,120,131
6,Control Block,255,255,254,141,117,140
6,Control Block,255,255,255,135,113,140
6,Control Block,255,255,255,138,113,132
6,Control Block,254,255,255,135,124,133
6,Control Block,253,254,255,128,122,135
6,Control Block,255,252,255,128,120,138
6,Control Block,255,255,255,132,116,131
6,Control Block,254,255,255,133,128,137
6,Control Block,255,255,255,132,114,135
